dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks,autograd_captures,autograd_compiles,cudagraph_skips
xpu,GoogleFnet,16,1.246857,69.376230,2.898177,0.000000,0,0,232,1,0,0,0,0,0
xpu,PLBartForCausalLM,8,0.797825,14.906060,7.424604,0.000000,0,0,186,1,0,0,0,0,0
xpu,ElectraForQuestionAnswering,128,0.598862,36.572163,13.619782,0.000000,0,0,323,1,0,0,0,0,0
xpu,BertForQuestionAnswering,32,0.688266,34.697349,13.520801,0.000000,0,0,322,1,0,0,0,0,0
xpu,RobertaForCausalLM,16,1.100966,19.336530,13.858204,0.000000,0,0,328,1,0,0,0,0,0
xpu,AlbertForMaskedLM,4,1.020805,60.206637,15.467342,0.000000,0,0,395,1,0,0,0,0,0
xpu,MT5ForConditionalGeneration,16,2.388192,13.673733,20.742421,0.000000,0,0,1432,1,0,0,0,0,0
xpu,LayoutLMForMaskedLM,16,2.534426,16.786882,11.455422,0.000000,0,0,420,1,0,0,0,0,0
xpu,XLNetLMHeadModel,8,1.382120,49.360355,28.275676,0.000000,0,0,818,1,0,0,0,0,0
xpu,DebertaV2ForMaskedLM,2,1.093780,20.731927,24.791848,0.000000,0,0,1080,1,0,0,0,0,0
xpu,GPT2ForSequenceClassification,4,1.134751,10.279903,12.015491,0.000000,0,0,1078,2,0,0,0,0,0
xpu,RobertaForQuestionAnswering,32,0.663976,32.923997,13.339699,0.000000,0,0,329,1,0,0,0,0,0
xpu,PLBartForConditionalGeneration,8,0.673517,41.078857,18.560947,0.000000,0,0,349,7,4,1,0,0,0
xpu,AlbertForQuestionAnswering,8,1.086432,118.943498,12.708967,0.000000,0,0,395,1,0,0,0,0,0
xpu,LayoutLMForSequenceClassification,32,3.442237,22.246196,12.661026,0.000000,0,0,836,2,0,0,0,0,0
xpu,MegatronBertForCausalLM,4,1.414183,14.309677,18.856358,0.000000,0,0,739,1,0,0,0,0,0
xpu,YituTechConvBert,16,1.597062,24.017959,16.718042,0.000000,0,0,650,1,0,0,0,0,0
xpu,PegasusForCausalLM,32,1.005800,12.785645,10.112267,0.000000,0,0,333,1,0,0,0,0,0
xpu,BlenderbotForCausalLM,4,0.976522,18.939926,17.759190,0.000000,0,0,633,1,0,0,0,0,0
xpu,T5ForConditionalGeneration,4,4.006811,11.871939,16.557981,0.000000,0,0,997,1,0,0,0,0,0
xpu,DebertaV2ForQuestionAnswering,8,1.126875,48.106557,19.974513,0.000000,0,0,1087,1,0,0,0,0,0
xpu,T5Small,4,4.022806,11.767787,4.040605,0.000000,0,0,997,1,0,0,0,0,0
xpu,BlenderbotSmallForCausalLM,256,0.848743,38.280155,8.288063,0.000000,0,0,232,1,0,0,0,0,0
xpu,MegatronBertForQuestionAnswering,16,1.605982,39.000947,18.166435,0.000000,0,0,740,1,0,0,0,0,0
xpu,DistilBertForMaskedLM,128,0.898875,18.608208,10.027891,0.000000,0,0,160,1,0,0,0,0,0
xpu,M2M100ForConditionalGeneration,16,1.035261,18.896230,26.369074,0.000000,0,0,899,1,0,0,0,0,0
xpu,AllenaiLongformerBase,4,1.770799,34.645810,48.553870,0.000000,0,0,1780,4,4,1,0,0,0
xpu,TrOCRForCausalLM,32,1.107786,28.466704,11.902876,0.000000,0,0,446,1,0,0,0,0,0
xpu,PegasusForConditionalGeneration,64,0.981939,52.450423,27.427983,0.000000,0,0,883,1,0,0,0,0,0
xpu,DistilBertForQuestionAnswering,512,0.926860,49.447738,10.681092,0.000000,0,0,168,1,0,0,0,0,0
xpu,MBartForCausalLM,4,0.869896,17.098129,9.786860,0.000000,0,0,337,1,0,0,0,0,0
xpu,BlenderbotSmallForConditionalGeneration,128,0.959154,37.627764,21.486423,0.000000,0,0,422,6,6,1,0,0,0
xpu,Qwen/Qwen3-0.6B,1,1.002529,35.923385,-0.634794,0.000000,0,0,0,0,0,0,0,0,0
xpu,BartForCausalLM,4,0.874905,16.720327,9.014187,0.000000,0,0,336,1,0,0,0,0,0
xpu,MobileBertForMaskedLM,128,1.383297,26.632781,33.769730,0.000000,0,0,1307,1,0,0,0,0,0
xpu,DistillGPT2,16,1.515737,13.394489,9.725209,0.000000,0,0,292,2,3,1,0,0,0
xpu,XGLMForCausalLM,8,1.850350,13.637041,21.408389,0.000000,0,0,995,1,0,0,0,0,0
xpu,ElectraForCausalLM,32,1.300599,13.534616,15.565518,0.000000,0,0,322,1,0,0,0,0,0
xpu,MBartForConditionalGeneration,4,0.689339,48.485183,26.791101,0.000000,0,0,897,1,0,0,0,0,0
xpu,BartForConditionalGeneration,4,0.711292,48.755822,24.363799,0.000000,0,0,602,7,6,1,0,0,0
xpu,MobileBertForQuestionAnswering,256,1.120363,24.694104,31.555488,0.000000,0,0,1311,1,0,0,0,0,0
xpu,BertForMaskedLM,16,0.775632,20.918501,12.389719,0.000000,0,0,315,1,0,0,0,0,0
xpu,OPTForCausalLM,2,0.949532,15.718549,9.825198,0.000000,0,0,366,1,0,0,0,0,0
xpu,google/gemma-2-2b,1,2.681380,25546.597211,100.960410,0.000000,0,0,4401,2,0,0,0,0,2
xpu,meta-llama/Llama-3.2-1B,1,2.207676,15450.559928,53.052673,0.000000,0,0,973,1,0,0,0,0,1
xpu,openai/whisper-tiny,1,1.003285,31.476159,-1.337554,0.000000,0,0,0,0,0,0,0,0,0
